time,open,high,low,close,volume
2008-07-25,1.56770,1.57530,1.56620,1.57080,0
2008-07-28,1.56950,1.57670,1.56830,1.57370,0
2008-07-29,1.57380,1.57570,1.55530,1.55830,0
2008-07-30,1.55830,1.56150,1.55190,1.55760,0
2008-07-31,1.55770,1.56980,1.55680,1.55970,0
2008-08-01,1.55980,1.55980,1.55130,1.55640,0
2008-08-04,1.55720,1.56300,1.55550,1.55730,0
2008-08-05,1.55720,1.55750,1.54470,1.54500,0
2008-08-06,1.54500,1.55150,1.53980,1.54130,0
2008-08-07,1.54130,1.55020,1.53090,1.53240,0
2008-08-08,1.53240,1.53340,1.49970,1.50050,0
2008-08-11,1.49680,1.50820,1.48800,1.48920,0
2008-08-12,1.48930,1.49630,1.48160,1.49130,0
2008-08-13,1.49140,1.49780,1.48410,1.49220,0
2008-08-14,1.49210,1.49480,1.47770,1.48010,0
2008-08-15,1.48230,1.48240,1.46580,1.46870,0
2008-08-18,1.46830,1.47660,1.46720,1.46780,0
2008-08-19,1.46780,1.47930,1.46300,1.47800,0
2008-08-20,1.47810,1.48040,1.46720,1.47430,0
2008-08-21,1.47420,1.49080,1.47310,1.48960,0
2008-08-22,1.48960,1.48990,1.47570,1.47900,0
2008-08-25,1.47880,1.48070,1.46960,1.47520,0
2008-08-26,1.47530,1.47600,1.45700,1.46420,0
2008-08-27,1.46420,1.47750,1.46330,1.47130,0
2008-08-28,1.47140,1.48080,1.46710,1.46970,0
2008-08-29,1.46930,1.47660,1.46400,1.46710,0
2008-09-01,1.46860,1.47170,1.45810,1.45880,0
2008-09-02,1.46160,1.46160,1.44660,1.45160,0
2008-09-03,1.45160,1.45300,1.43850,1.44910,0
2008-09-04,1.44900,1.45450,1.42130,1.42420,0
2008-09-05,1.42400,1.43480,1.41960,1.42600,0
2008-09-08,1.42670,1.44290,1.40540,1.41210,0
2008-09-09,1.41180,1.42270,1.40470,1.41020,0
2008-09-10,1.41060,1.41790,1.39540,1.39620,0
2008-09-11,1.39640,1.40410,1.38820,1.40160,0
2008-09-12,1.40190,1.42400,1.39730,1.42190,0
2008-09-15,1.42220,1.44830,1.40850,1.42820,0
2008-09-16,1.42750,1.42830,1.40730,1.41010,0
2008-09-17,1.40960,1.43840,1.40950,1.43230,0
2008-09-18,1.43230,1.45420,1.42790,1.43230,0
2008-09-19,1.43270,1.44980,1.41520,1.44640,0
2008-09-22,1.44660,1.48670,1.44380,1.47970,0
2008-09-23,1.47980,1.48270,1.46230,1.46680,0
2008-09-24,1.46700,1.47460,1.46040,1.46140,0
2008-09-25,1.46130,1.47680,1.45610,1.46150,0
2008-09-26,1.46190,1.46780,1.45550,1.46010,0
2008-09-29,1.46120,1.46360,1.43030,1.44140,0
2008-09-30,1.44160,1.44260,1.40080,1.41150,0
2008-10-01,1.41140,1.41740,1.39760,1.40060,0
2008-10-02,1.40080,1.40250,1.37470,1.38000,0
2008-10-03,1.37980,1.39070,1.37040,1.37820,0
2008-10-06,1.37710,1.37730,1.34440,1.34850,0
2008-10-07,1.34870,1.37430,1.34820,1.36260,0
2008-10-08,1.36160,1.37550,1.35450,1.36320,0
2008-10-09,1.36300,1.37860,1.35810,1.35960,0
2008-10-10,1.35970,1.36520,1.32600,1.33930,0
2008-10-13,1.34070,1.36840,1.34050,1.35960,0
2008-10-14,1.35930,1.37700,1.35900,1.36160,0
2008-10-15,1.36180,1.36900,1.34500,1.34610,0
2008-10-16,1.34610,1.35380,1.33470,1.34810,0
2008-10-17,1.34800,1.35180,1.33870,1.34120,0
2008-10-20,1.34070,1.35310,1.32880,1.33300,0
2008-10-21,1.33320,1.33540,1.30510,1.30540,0
2008-10-22,1.30560,1.30780,1.27380,1.28210,0
2008-10-23,1.28240,1.30070,1.27290,1.29690,0
2008-10-24,1.29630,1.29750,1.24960,1.26220,0
2008-10-27,1.26220,1.26860,1.23350,1.25260,0
2008-10-28,1.24580,1.27860,1.23290,1.27810,0
2008-10-29,1.27840,1.29920,1.26270,1.29680,0
2008-10-30,1.29660,1.32980,1.28060,1.28620,0
2008-10-31,1.28620,1.28950,1.26670,1.27310,0
2008-11-03,1.27260,1.28980,1.25960,1.26430,0
2008-11-04,1.26420,1.30490,1.25260,1.29780,0
2008-11-05,1.29800,1.31160,1.27950,1.29590,0
2008-11-06,1.29550,1.29570,1.26800,1.27140,0
2008-11-07,1.27120,1.28510,1.26520,1.27180,0
2008-11-10,1.27140,1.29300,1.27100,1.27460,0
2008-11-11,1.27470,1.28000,1.25060,1.25220,0
2008-11-12,1.25210,1.26320,1.24660,1.25050,0
2008-11-13,1.25040,1.28570,1.23890,1.27800,0
2008-11-14,1.27680,1.28290,1.25740,1.26030,0
2008-11-17,1.26480,1.26540,1.26290,1.26310,0
2008-11-18,1.26160,1.26440,1.26150,1.26360,0
2008-11-19,1.26160,1.28140,1.25160,1.25160,0
2008-11-20,1.24510,1.24870,1.24470,1.24490,0
2008-11-21,1.25860,1.25950,1.25790,1.25830,0
2008-11-24,1.29530,1.29600,1.29350,1.29440,0
2008-11-25,1.30620,1.30720,1.30440,1.30490,0
2008-11-26,1.30620,1.30720,1.28200,1.28780,0
2008-11-27,1.28760,1.29680,1.28610,1.29040,0
2008-11-28,1.29030,1.29570,1.26450,1.26930,0
2008-12-01,1.26920,1.27170,1.25830,1.26020,0
2008-12-02,1.26080,1.27670,1.25620,1.27170,0
2008-12-03,1.27120,1.27420,1.26020,1.27160,0
2008-12-04,1.27170,1.28480,1.25490,1.27820,0
2008-12-05,1.27750,1.28000,1.26280,1.27170,0
2008-12-08,1.27110,1.29680,1.26820,1.29620,0
2008-12-09,1.29580,1.30010,1.27970,1.29270,0
2008-12-10,1.29260,1.30710,1.29030,1.30180,0
2008-12-11,1.30210,1.34060,1.30000,1.33560,0
2008-12-12,1.33490,1.34160,1.32510,1.33700,0
2008-12-15,1.33640,1.37230,1.33370,1.36870,0
2008-12-16,1.36850,1.41490,1.36290,1.40140,0
2008-12-17,1.39920,1.44380,1.39920,1.44190,0
2008-12-18,1.44190,1.47190,1.41820,1.42500,0
2008-12-19,1.42450,1.43090,1.38240,1.39070,0
2008-12-22,1.39060,1.41260,1.39020,1.39350,0
2008-12-23,1.39410,1.40210,1.39210,1.39260,0
2008-12-24,1.39250,1.40190,1.39150,1.40090,0
2008-12-25,1.40120,1.40470,1.39820,1.40260,0
2008-12-26,1.40090,1.41200,1.39900,1.40260,0
2008-12-29,1.40280,1.43630,1.39210,1.39240,0
2008-12-30,1.39230,1.42220,1.39170,1.40570,0
2008-12-31,1.40570,1.41480,1.38520,1.39710,0
2009-01-01,1.39680,1.40690,1.39620,1.40280,0
2009-01-02,1.40450,1.40570,1.38400,1.39160,0
2009-01-05,1.39190,1.39630,1.35460,1.36290,0
2009-01-06,1.36310,1.36590,1.33120,1.35090,0
2009-01-07,1.35350,1.37470,1.34310,1.36440,0
2009-01-08,1.36450,1.37990,1.35340,1.37040,0
2009-01-09,1.36990,1.37520,1.34160,1.34630,0
2009-01-12,1.34720,1.34910,1.32900,1.33740,0
2009-01-13,1.33570,1.33740,1.31400,1.31860,0
2009-01-14,1.31800,1.33380,1.30940,1.31920,0
2009-01-15,1.31880,1.32420,1.30260,1.31220,0
2009-01-16,1.31080,1.33430,1.31080,1.32680,0
2009-01-19,1.32650,1.33860,1.30690,1.30690,0
2009-01-20,1.30650,1.31040,1.28570,1.29050,0
2009-01-21,1.29000,1.30860,1.28250,1.30280,0
2009-01-22,1.30220,1.30830,1.29080,1.30000,0
2009-01-23,1.30000,1.30350,1.27650,1.29580,0
2009-01-26,1.29720,1.32080,1.28620,1.31860,0
2009-01-27,1.31870,1.33290,1.31190,1.31660,0
2009-01-28,1.31600,1.33280,1.31030,1.31650,0
2009-01-29,1.31650,1.31790,1.29330,1.29510,0
2009-01-30,1.29520,1.29610,1.27640,1.28090,0
2009-02-02,1.28100,1.28530,1.27070,1.28140,0
2009-02-03,1.28440,1.30580,1.28010,1.30370,0
2009-02-04,1.30400,1.30710,1.28130,1.28470,0
2009-02-05,1.28450,1.29060,1.27600,1.27860,0
2009-02-06,1.27910,1.29930,1.27480,1.29370,0
2009-02-09,1.29390,1.30940,1.28740,1.30020,0
2009-02-10,1.30020,1.30740,1.28110,1.29100,0
2009-02-11,1.29100,1.29980,1.28340,1.29060,0
2009-02-12,1.29040,1.29440,1.27220,1.28630,0
2009-02-13,1.28610,1.29430,1.28210,1.28600,0
2009-02-16,1.28600,1.28910,1.27270,1.28080,0
2009-02-17,1.28010,1.28050,1.25630,1.25800,0
2009-02-18,1.25810,1.26400,1.25130,1.25280,0
2009-02-19,1.25280,1.27610,1.25280,1.26730,0
2009-02-20,1.26720,1.28840,1.25580,1.28250,0
2009-02-23,1.28230,1.29920,1.27130,1.27520,0
2009-02-24,1.26920,1.28770,1.26630,1.28440,0
2009-02-25,1.28430,1.29000,1.26900,1.27230,0
2009-02-26,1.27220,1.28110,1.26830,1.27370,0
2009-02-27,1.27450,1.27510,1.26040,1.26720,0
2009-03-02,1.26690,1.26760,1.25460,1.25770,0
2009-03-03,1.25760,1.26790,1.25210,1.25590,0
2009-03-04,1.25580,1.26630,1.24570,1.26550,0
2009-03-05,1.26580,1.26640,1.24800,1.25410,0
2009-03-06,1.25370,1.27540,1.25330,1.26460,0
2009-03-09,1.26520,1.27270,1.25560,1.26010,0
